,Alabama-apple-driving,Alabama-apple-walking,Alaska-apple-driving,Alaska-apple-walking,Arizona-apple-driving,Arizona-apple-walking,Arkansas-apple-driving,Arkansas-apple-walking,California-apple-driving,California-apple-walking,Colorado-apple-driving,Colorado-apple-walking,Connecticut-apple-driving,Connecticut-apple-walking,Delaware-apple-driving,Delaware-apple-walking,Florida-apple-driving,Florida-apple-walking,Georgia-apple-driving,Georgia-apple-walking,Hawaii-apple-driving,Hawaii-apple-walking,Idaho-apple-driving,Idaho-apple-walking,Illinois-apple-driving,Illinois-apple-walking,Indiana-apple-driving,Indiana-apple-walking,Iowa-apple-driving,Iowa-apple-walking,Kansas-apple-driving,Kansas-apple-walking,Kentucky-apple-driving,Kentucky-apple-walking,Louisiana-apple-driving,Louisiana-apple-walking,Maine-apple-driving,Maine-apple-walking,Maryland-apple-driving,Maryland-apple-walking,Massachusetts-apple-driving,Massachusetts-apple-walking,Michigan-apple-driving,Michigan-apple-walking,Minnesota-apple-driving,Minnesota-apple-walking,Mississippi-apple-driving,Mississippi-apple-walking,Missouri-apple-driving,Missouri-apple-walking,Montana-apple-driving,Montana-apple-walking,Nebraska-apple-driving,Nebraska-apple-walking,Nevada-apple-driving,Nevada-apple-walking,New Hampshire-apple-driving,New Hampshire-apple-walking,New Jersey-apple-driving,New Jersey-apple-walking,New Mexico-apple-driving,New Mexico-apple-walking,New York-apple-driving,New York-apple-walking,North Carolina-apple-driving,North Carolina-apple-walking,North Dakota-apple-driving,North Dakota-apple-walking,Ohio-apple-driving,Ohio-apple-walking,Oklahoma-apple-driving,Oklahoma-apple-walking,Oregon-apple-driving,Oregon-apple-walking,Pennsylvania-apple-driving,Pennsylvania-apple-walking,Rhode Island-apple-driving,Rhode Island-apple-walking,South Carolina-apple-driving,South Carolina-apple-walking,South Dakota-apple-driving,South Dakota-apple-walking,Tennessee-apple-driving,Tennessee-apple-walking,Texas-apple-driving,Texas-apple-walking,Utah-apple-driving,Utah-apple-walking,Vermont-apple-driving,Vermont-apple-walking,Virginia-apple-driving,Virginia-apple-walking,Washington-apple-driving,Washington-apple-walking,West Virginia-apple-driving,West Virginia-apple-walking,Wisconsin-apple-driving,Wisconsin-apple-walking,Wyoming-apple-driving,Wyoming-apple-walking
2021-05-03,143.73,146.95,160.89,179.78,120.46,126.45,146.48,164.19,113.14,110.57,109.05,102.81,128.93,136.31,139.12,175.48,124.92,140.63,127.58,131.15,104.61,105.72,176.0,186.23,123.71,132.54,135.13,100.57,142.16,140.41,136.39,172.06,139.82,163.36,115.89,49.7,148.26,180.12,117.94,137.38,115.43,109.71,128.36,133.39,120.65,160.48,152.7,188.74,130.23,163.44,197.44,229.52,143.77,144.5,144.86,164.16,125.15,153.25,121.95,145.72,131.26,163.69,113.69,78.72,138.2,149.83,139.99,174.16,130.51,134.36,138.3,139.85,128.68,127.38,125.61,103.7,134.28,146.21,151.79,159.67,180.69,197.15,138.55,146.18,126.61,142.16,158.64,182.74,114.91,103.7,126.46,123.0,139.39,126.29,140.96,114.35,132.19,165.57,183.08,201.79
2021-05-04,128.87,132.54,163.19,175.06,120.64,126.18,145.12,165.7,117.63,113.25,121.75,122.85,131.93,141.51,146.03,190.75,126.79,140.74,131.31,139.25,103.4,104.67,178.38,190.06,128.23,129.87,137.93,102.03,152.3,155.65,138.33,179.29,136.46,160.02,112.48,47.5,148.9,182.88,127.88,149.87,115.66,101.76,136.52,144.61,126.63,169.68,133.02,170.91,126.54,156.64,190.87,212.14,150.94,146.65,144.1,158.05,127.7,152.57,129.11,157.84,137.01,173.32,120.18,88.98,145.12,159.47,143.92,181.6,136.64,143.96,138.77,138.77,132.55,135.56,133.9,116.78,134.33,143.14,155.53,167.61,186.16,214.76,134.01,136.34,129.57,147.87,161.96,191.23,116.1,100.47,132.93,131.95,145.17,139.5,143.19,123.49,143.17,181.62,185.4,221.49
2021-05-05,155.42,170.31,167.73,189.69,124.06,134.44,156.76,181.35,120.42,118.51,126.84,134.24,135.15,144.33,144.89,187.38,130.48,151.26,150.44,167.82,107.91,108.48,185.71,209.63,139.31,151.26,149.22,117.79,155.35,159.79,142.87,182.88,149.63,179.2,120.99,52.64,144.17,174.07,129.32,157.25,118.89,105.57,142.79,155.22,127.92,165.67,156.26,211.28,140.94,189.69,197.53,223.66,154.75,153.77,147.87,164.39,125.23,148.49,125.35,144.35,138.79,179.33,119.85,81.61,155.4,179.35,145.39,181.93,143.22,152.51,148.99,160.12,137.31,143.48,133.4,115.16,141.43,151.05,167.58,186.56,189.83,221.34,150.58,163.4,138.21,164.97,168.67,196.64,114.63,102.74,136.45,141.82,150.34,146.5,145.87,127.5,148.81,196.28,190.25,225.71
2021-05-06,168.66,181.8,168.09,186.45,127.08,134.89,170.71,189.27,123.5,118.55,136.9,149.62,147.24,158.01,154.87,200.35,133.49,149.42,156.19,169.53,109.21,113.61,198.83,216.22,139.51,143.58,150.6,113.49,167.53,171.38,153.1,198.76,156.24,181.82,134.55,58.97,161.62,213.36,136.19,160.02,133.01,133.21,141.14,148.28,137.51,182.21,170.85,224.51,143.82,185.47,207.56,239.58,170.44,177.86,152.6,182.01,140.21,176.27,138.42,165.51,142.96,182.83,130.75,98.84,160.09,176.9,158.23,191.81,149.82,157.19,157.46,158.85,139.02,140.34,145.05,128.09,150.17,173.52,179.18,200.04,208.57,256.95,158.87,170.52,141.86,166.18,184.74,214.41,125.68,124.96,144.75,145.79,153.74,143.82,158.3,131.66,154.27,200.37,201.15,255.91
2021-05-07,201.32,213.8,199.46,217.12,146.41,165.65,204.75,232.29,144.88,143.96,158.09,184.24,171.49,185.2,184.4,235.71,158.05,187.74,187.6,218.59,121.31,128.39,234.71,270.11,170.16,194.69,189.52,151.23,209.27,243.23,180.38,242.12,188.98,221.17,160.67,80.53,186.87,261.34,158.03,182.5,151.31,156.15,168.13,185.1,163.65,227.58,204.74,273.88,174.07,250.01,228.61,257.15,212.43,226.48,179.3,241.55,165.53,226.7,159.37,194.65,164.76,223.24,148.43,117.13,186.3,220.01,180.33,243.28,174.58,196.23,193.09,211.47,160.8,167.76,165.78,151.78,173.85,206.08,217.86,256.62,258.43,335.18,191.46,234.42,173.2,212.28,213.59,253.33,146.24,146.33,165.12,164.38,195.99,173.97,178.12,144.75,188.28,258.25,238.8,287.76
2021-05-08,193.84,213.85,198.87,223.95,142.28,168.12,192.94,239.37,144.33,157.07,151.82,179.15,173.2,193.06,180.11,225.93,152.38,200.97,184.22,243.74,129.05,137.53,232.94,279.5,170.13,219.02,187.05,158.76,207.08,245.0,185.06,262.64,187.85,235.62,153.2,88.29,191.15,285.99,160.39,205.48,147.31,166.9,170.8,203.38,157.8,228.59,203.85,281.93,170.55,250.42,220.98,255.79,211.31,230.0,176.28,262.8,174.69,235.57,157.63,192.57,162.41,222.98,145.24,117.03,184.1,246.85,160.77,231.54,179.98,220.04,186.17,211.94,151.6,171.86,166.53,161.35,175.12,227.81,207.92,274.69,255.69,309.82,184.44,253.29,170.47,230.32,212.97,262.99,149.67,157.0,172.53,191.22,177.36,186.3,173.48,153.7,192.74,292.34,232.43,293.35
2021-05-09,129.76,119.17,143.33,157.2,100.36,106.95,122.19,117.97,108.31,108.66,104.46,106.95,125.94,134.28,131.44,146.33,111.4,132.39,129.12,148.46,98.47,113.51,145.67,148.87,116.77,126.84,116.21,79.78,145.18,139.39,119.41,136.47,119.78,122.58,99.21,50.85,150.12,199.09,116.37,135.57,112.34,119.85,112.81,113.35,117.06,147.22,127.12,151.07,113.0,131.28,170.64,159.48,141.46,124.52,138.88,190.8,128.35,156.94,118.94,136.58,117.17,138.97,111.72,78.9,131.28,146.25,119.9,137.62,112.56,116.82,119.82,107.81,117.44,118.73,113.07,93.64,131.12,162.7,148.59,161.64,188.79,182.11,119.22,129.37,114.18,130.97,114.48,123.76,114.68,100.81,125.94,123.21,133.54,133.24,125.68,95.1,135.66,167.95,191.93,175.22
2021-05-10,145.87,148.17,172.39,188.52,119.01,123.21,146.22,158.04,114.32,109.8,114.38,106.52,132.74,139.63,143.58,179.99,125.55,140.95,139.19,150.42,108.18,117.92,181.15,191.75,130.54,133.8,143.58,105.12,151.03,147.57,136.52,170.24,144.83,166.06,110.56,47.64,155.01,199.35,124.7,146.63,117.38,111.38,135.47,141.37,125.29,162.87,146.65,184.45,130.65,158.09,200.16,211.02,151.7,145.83,146.98,173.83,130.11,159.12,127.83,150.26,137.51,176.14,117.37,83.33,145.73,161.45,146.73,186.72,140.79,146.25,141.8,139.09,132.73,134.38,132.51,110.11,133.57,149.8,161.83,178.37,197.49,225.08,144.5,152.62,126.32,139.41,158.11,178.73,120.51,109.64,132.5,129.12,145.25,138.48,146.67,113.45,140.95,172.44,189.98,211.47
2021-05-11,143.94,154.44,173.8,198.0,120.1,127.4,149.17,155.43,117.84,112.73,114.35,109.93,141.69,152.03,145.96,184.68,127.61,140.7,145.96,159.89,115.65,121.29,214.44,200.49,136.19,141.72,147.43,109.4,156.71,157.65,139.28,171.78,148.49,167.96,113.23,48.65,158.2,203.79,129.48,153.43,127.33,122.95,140.45,150.45,132.1,180.7,141.43,182.21,133.31,161.09,200.26,229.62,157.21,152.69,146.67,168.89,137.46,167.33,133.87,158.06,141.87,173.18,124.05,90.98,152.34,177.07,151.72,196.51,145.11,152.25,134.46,126.15,136.26,140.96,137.2,115.93,146.13,168.62,162.16,181.19,200.26,228.28,149.17,160.09,124.93,137.38,163.05,190.88,123.78,115.01,137.09,140.68,150.25,146.71,146.59,122.8,147.85,189.22,196.74,230.41
2021-05-12,148.83,157.16,174.42,191.04,123.34,130.09,164.33,171.45,119.86,115.32,131.49,136.2,147.11,157.61,150.77,198.38,129.04,145.1,133.63,142.7,115.48,122.83,188.59,201.11,142.17,153.34,152.13,112.37,157.59,163.61,144.95,188.86,151.99,176.56,120.09,52.44,164.15,209.29,134.72,163.96,130.89,127.69,146.03,161.39,137.18,188.83,151.41,193.01,140.51,177.82,204.29,239.44,165.36,166.06,150.66,176.48,139.47,172.59,136.96,163.19,144.73,182.15,128.81,97.11,139.48,156.09,154.92,198.16,150.45,160.48,148.07,145.33,142.51,149.17,143.47,125.36,149.08,168.4,148.28,163.92,202.64,236.86,150.41,164.6,131.98,148.32,168.61,197.29,130.16,120.08,135.72,139.63,153.64,150.04,148.77,128.36,154.04,200.74,210.07,229.34
2021-05-13,162.94,173.18,182.57,203.77,130.44,136.2,181.17,189.07,125.36,120.8,141.31,152.12,152.0,164.0,159.28,208.52,132.7,153.11,152.42,175.22,118.29,130.03,199.24,209.1,151.54,169.84,160.36,123.19,174.05,175.61,160.72,207.55,163.03,187.33,134.52,62.37,169.37,229.3,141.19,172.92,137.89,139.05,153.93,167.98,147.4,203.8,170.23,220.94,151.58,193.62,215.73,252.13,175.92,181.76,160.32,199.83,146.42,187.46,145.49,175.96,150.9,195.12,137.34,109.7,155.85,177.8,165.63,205.9,156.83,167.97,162.03,162.29,145.53,149.35,149.22,132.4,157.31,181.86,169.93,199.29,220.63,255.89,160.55,187.32,144.63,166.95,180.61,208.02,136.61,127.87,143.1,146.65,162.76,162.36,161.18,126.07,163.61,214.2,223.55,258.93
2021-05-14,191.12,209.41,210.75,237.27,147.48,165.89,208.31,224.2,145.3,146.06,161.09,188.37,179.32,194.23,195.57,254.17,152.42,188.21,178.39,215.77,130.73,145.35,228.47,262.09,176.97,223.96,191.82,155.62,201.61,212.19,185.67,244.66,192.17,231.21,161.54,85.73,196.23,295.46,162.97,206.02,159.71,176.35,178.62,205.34,166.21,225.19,194.82,248.86,180.22,243.7,251.17,298.99,205.25,224.37,186.34,259.25,173.78,238.07,167.4,210.79,171.77,228.08,159.06,133.78,180.05,219.41,194.2,264.43,181.74,205.35,193.3,195.64,170.9,185.0,175.78,169.99,180.48,230.31,197.15,243.84,267.84,321.91,187.09,248.72,172.13,210.78,208.06,256.33,157.49,171.29,165.09,175.74,191.12,202.03,185.82,154.31,196.64,265.56,253.61,293.65
2021-05-15,192.96,211.93,197.98,222.26,142.7,171.09,196.22,233.01,140.78,161.72,157.18,197.08,183.36,214.59,188.1,260.84,148.58,201.07,181.77,254.41,131.91,153.73,225.27,279.16,171.89,236.76,191.61,166.5,215.46,247.87,190.04,262.85,188.42,241.24,154.24,98.59,200.92,336.64,167.9,236.2,155.0,203.24,173.58,216.31,165.44,269.91,197.28,258.57,175.06,255.2,247.2,303.8,223.68,261.35,184.41,297.49,187.48,276.81,171.67,239.35,171.34,230.85,161.42,157.74,180.58,248.72,185.4,267.71,183.02,228.55,186.72,205.71,163.64,199.44,175.43,193.46,183.89,272.29,197.04,276.97,282.68,367.56,189.47,284.47,171.3,238.82,208.33,262.52,161.26,185.44,170.83,199.6,188.12,219.9,181.19,161.02,196.38,283.69,250.26,299.32
2021-05-16,143.39,139.61,156.94,174.34,109.66,122.2,143.58,140.43,111.86,117.46,119.44,131.14,140.19,149.18,160.38,184.08,115.9,144.42,138.25,169.1,111.39,134.47,163.49,175.26,135.28,180.52,140.38,101.84,158.07,141.93,130.83,156.44,140.33,143.57,111.54,61.24,167.52,241.3,126.06,152.12,122.54,137.0,130.84,140.83,126.73,173.79,144.37,165.86,131.14,156.6,211.05,216.33,153.58,137.07,150.01,220.68,152.52,192.56,134.24,166.33,136.31,171.37,124.83,106.6,135.06,155.55,142.1,157.14,138.21,150.74,126.39,109.78,138.0,149.52,133.25,123.06,142.95,177.1,151.32,176.48,220.77,205.3,141.56,172.03,115.82,133.52,131.95,140.8,135.82,127.03,131.52,130.53,153.07,161.67,146.54,109.64,154.21,198.12,233.44,216.38
2021-05-17,153.51,157.7,179.24,210.9,121.77,128.13,149.94,155.16,115.2,113.29,127.46,126.84,143.31,156.14,149.36,194.34,126.91,146.52,143.81,161.13,119.72,136.34,188.51,210.92,133.9,150.23,145.19,102.76,150.78,149.96,143.95,177.51,148.57,165.29,116.38,50.86,166.76,223.22,128.82,155.2,126.71,129.4,142.52,155.38,136.38,193.93,149.18,186.79,133.0,163.46,223.24,262.9,157.66,152.41,154.66,196.44,139.66,183.56,134.85,167.36,143.5,180.68,124.57,97.91,146.91,164.07,156.86,195.81,141.28,146.45,145.2,147.79,135.72,138.55,138.86,123.44,145.98,171.67,164.13,185.45,212.92,246.99,149.12,162.17,128.05,143.13,164.59,190.54,130.93,136.57,134.1,135.67,145.91,141.05,147.44,114.25,150.6,193.7,227.03,273.43
2021-05-18,153.69,159.53,180.69,203.95,123.1,129.01,156.19,163.65,118.72,117.01,128.88,130.39,149.02,163.7,151.41,198.61,128.65,146.16,146.43,158.14,119.66,135.3,191.26,208.45,137.26,146.52,152.88,110.59,150.8,148.8,146.89,186.75,150.06,178.34,120.91,51.4,170.87,230.85,136.34,163.45,133.02,135.08,148.83,165.32,136.34,181.98,151.51,195.09,138.31,167.4,220.56,252.61,159.25,155.99,151.06,182.44,144.41,183.47,141.89,174.24,141.74,176.21,132.0,104.33,148.8,165.49,156.38,191.2,150.7,160.06,147.13,146.73,138.78,139.14,145.95,131.7,153.39,181.55,165.08,180.24,217.07,241.12,150.54,160.07,128.46,143.43,171.37,200.71,133.87,130.04,137.32,137.68,151.11,145.37,150.78,123.91,151.23,186.76,233.53,268.66
2021-05-19,158.69,168.11,185.15,197.73,126.35,131.99,155.93,160.84,122.11,119.38,138.67,145.33,157.51,172.63,159.77,203.86,130.91,146.87,151.82,165.86,122.25,138.78,189.19,197.59,142.86,160.33,157.85,114.2,155.81,156.29,147.95,182.66,154.84,180.14,120.57,53.24,176.2,250.84,141.03,170.56,138.21,137.22,151.34,163.71,138.36,181.42,155.95,199.72,143.82,179.63,219.05,246.24,163.09,157.14,150.53,179.55,151.33,199.52,148.27,182.57,147.11,185.02,138.32,109.18,154.85,175.2,160.09,198.19,155.07,167.3,146.99,143.48,138.41,138.59,147.17,129.12,165.11,193.11,168.6,187.28,219.09,255.35,156.32,168.94,127.61,145.85,173.71,204.45,140.43,139.01,144.06,144.21,154.04,151.45,153.5,119.02,155.01,191.76,236.35,279.49
2021-05-20,171.48,181.82,189.8,205.08,131.73,137.84,174.08,174.91,126.74,123.4,148.0,159.21,161.74,177.7,165.74,211.19,136.5,157.9,159.58,176.61,124.82,143.9,201.52,215.52,155.91,183.29,167.76,123.04,167.57,168.64,157.62,197.16,165.78,194.11,127.26,60.69,182.99,262.37,146.99,175.66,143.68,145.16,158.98,176.12,141.06,185.15,169.43,210.95,153.07,191.66,218.05,240.98,177.77,173.51,156.25,199.46,155.58,198.39,150.41,182.18,153.13,195.88,142.74,113.3,161.49,181.74,161.53,205.87,162.0,172.67,155.35,153.99,143.56,141.86,152.42,132.04,166.08,204.4,181.83,199.86,243.58,272.18,166.56,195.68,141.24,165.8,185.1,214.08,143.36,147.54,149.73,148.57,161.8,158.38,163.29,132.57,165.79,213.32,254.26,289.13
2021-05-21,202.91,221.77,215.13,237.79,148.56,167.41,204.14,217.91,150.11,150.96,168.06,198.29,181.68,204.68,201.48,256.49,157.26,191.66,188.62,224.72,134.87,157.69,235.64,253.77,182.16,237.48,197.79,153.62,204.54,229.07,189.75,244.3,193.61,237.43,151.19,83.23,210.08,325.93,173.7,219.21,163.65,181.07,185.28,218.71,170.16,241.5,201.39,256.07,183.15,256.24,250.3,295.49,217.32,226.87,179.27,257.91,183.96,247.66,176.03,224.55,172.31,228.36,165.12,141.09,187.15,229.14,187.49,242.5,185.03,214.96,186.09,191.66,166.14,179.28,177.06,164.22,189.0,256.32,207.67,248.87,287.24,331.63,195.24,257.68,166.7,204.96,211.8,243.15,169.99,186.18,176.73,186.08,186.73,197.34,188.25,156.81,199.58,260.82,272.7,322.52
2021-05-22,201.59,217.97,206.99,246.78,143.04,170.57,204.29,233.41,146.6,168.09,167.89,202.59,183.41,220.04,199.63,268.04,151.54,207.54,190.08,250.65,138.55,160.34,224.06,253.76,185.54,293.59,191.06,162.99,215.65,254.39,189.22,255.92,188.52,244.46,152.72,95.74,212.33,361.22,173.86,234.84,159.18,198.95,180.6,234.83,168.52,269.88,204.31,261.63,184.67,279.98,245.6,288.59,221.61,241.04,178.5,285.72,191.13,286.36,177.03,252.0,171.75,232.22,164.06,157.28,182.84,245.96,178.25,240.12,183.12,231.34,175.04,196.74,160.19,195.91,172.44,180.57,190.95,289.49,203.86,271.7,295.33,363.79,189.14,280.03,157.62,210.69,213.49,263.29,170.61,180.41,179.15,203.13,180.35,205.03,183.42,154.46,210.43,337.14,272.66,314.2
2021-05-23,147.31,140.62,169.37,198.99,110.49,122.96,149.83,143.14,117.35,125.73,134.76,150.64,154.47,164.14,173.65,196.2,117.02,147.76,143.98,166.18,117.71,143.45,156.45,156.36,135.29,174.59,141.9,101.22,161.13,151.82,143.4,171.81,146.5,155.42,110.66,59.82,181.63,260.08,140.44,164.21,131.41,140.62,131.14,136.64,126.91,173.31,147.11,166.26,141.56,178.69,207.35,193.88,162.34,150.98,152.11,219.16,164.33,218.44,155.25,198.37,136.65,170.21,132.52,113.42,140.23,159.81,137.42,150.3,139.37,151.2,132.92,129.73,128.93,135.9,135.35,120.42,171.56,218.35,158.66,177.46,238.5,229.67,146.78,179.8,117.46,138.06,127.91,141.37,139.84,120.08,143.05,141.45,138.69,144.76,150.04,109.32,149.04,178.91,249.73,238.93
2021-05-24,159.83,167.02,195.88,242.75,124.91,130.35,160.63,173.99,120.25,119.04,141.78,150.35,145.24,158.12,148.41,190.56,128.93,147.62,149.89,163.02,121.88,143.0,192.07,204.67,145.22,169.76,154.84,114.9,161.4,160.77,151.45,195.54,153.55,178.62,126.56,56.66,176.52,244.83,131.22,144.64,131.52,133.83,145.46,159.04,136.16,189.12,161.64,209.33,143.32,179.45,223.67,248.08,166.16,165.97,153.73,192.35,144.97,180.83,137.23,162.93,147.39,195.07,129.04,98.97,152.11,170.7,159.75,201.27,147.94,158.36,147.13,147.69,135.33,133.65,135.55,115.31,148.2,174.8,166.09,183.63,236.77,263.5,155.58,170.84,127.55,143.18,171.25,200.66,141.05,137.14,136.69,132.2,147.8,140.98,153.35,124.62,155.32,202.77,250.78,294.93
2021-05-25,162.65,182.29,198.04,244.04,125.43,135.02,162.24,175.03,122.85,120.64,143.81,150.01,152.02,162.46,157.77,207.16,131.45,148.9,154.96,166.72,124.64,140.54,192.74,204.87,147.65,167.23,159.92,116.43,162.31,164.64,154.72,200.49,157.7,181.14,129.93,56.96,178.03,246.19,139.57,166.05,137.88,141.35,151.73,166.15,144.06,203.69,164.81,211.9,145.51,179.28,226.37,260.26,173.89,172.9,152.59,178.83,149.46,187.06,143.63,174.78,151.2,198.95,136.98,107.33,155.37,176.94,154.06,181.87,154.54,167.51,152.31,155.04,135.72,136.4,143.72,123.44,154.1,177.1,166.47,183.88,242.06,275.99,161.05,172.19,134.52,154.25,179.09,212.77,142.85,130.61,140.49,140.04,152.62,146.82,155.26,124.93,159.59,207.62,248.23,311.51
2021-05-26,167.55,181.04,200.08,233.12,128.23,133.63,168.91,180.97,128.1,124.59,145.57,150.23,155.16,167.36,162.12,209.43,135.06,154.11,162.82,176.03,125.45,139.6,203.94,225.38,156.83,178.4,159.71,118.23,173.22,171.82,164.52,213.11,156.1,173.69,132.45,57.68,189.57,261.08,141.49,166.91,143.95,142.49,151.92,160.69,147.19,199.39,168.48,212.59,153.02,193.2,234.81,264.52,180.76,180.81,157.09,182.44,154.78,203.28,146.27,172.0,156.25,190.07,139.3,105.38,160.92,183.06,162.12,200.96,152.79,159.4,159.52,162.67,147.09,154.31,145.38,121.5,159.71,182.34,171.25,190.85,241.95,273.85,161.21,171.92,144.11,167.1,185.63,217.0,140.79,131.59,147.68,143.82,161.1,155.82,156.19,124.18,165.91,219.93,254.01,304.82
2021-05-27,185.37,190.37,209.12,231.16,136.55,142.26,181.85,190.98,133.96,130.67,158.44,171.37,173.68,181.57,184.21,228.43,144.65,166.12,172.73,186.65,127.31,147.05,220.27,237.14,157.27,164.99,173.65,126.67,169.56,163.54,168.46,209.45,180.27,200.88,144.65,64.54,194.76,282.69,155.56,179.56,151.16,150.4,162.52,169.98,138.53,169.85,184.15,227.86,153.38,182.87,261.35,288.0,193.1,192.64,168.63,201.81,162.26,197.23,163.14,199.48,169.58,208.35,153.13,119.64,171.71,191.36,177.37,213.89,168.45,177.38,152.68,150.39,148.88,153.06,159.56,137.69,171.12,199.54,188.74,204.2,261.02,291.11,177.03,202.55,156.53,179.75,200.14,234.71,149.43,132.11,160.13,154.97,166.76,156.98,174.24,133.5,163.22,194.09,277.8,325.2
2021-05-28,218.64,213.3,228.59,252.53,154.77,170.94,226.11,236.98,159.17,156.48,183.12,206.15,184.09,191.86,213.88,266.63,167.74,203.24,201.6,229.79,140.98,163.48,252.79,279.37,180.24,199.09,192.6,136.82,211.6,203.36,199.74,247.85,205.41,232.49,164.0,88.57,229.41,335.24,167.02,194.18,163.28,164.54,174.08,178.75,178.14,244.9,215.32,266.9,195.35,246.16,298.1,334.04,224.08,223.13,196.22,264.43,191.2,232.5,172.66,223.21,196.18,247.31,158.24,115.05,196.82,229.98,205.08,264.07,176.52,190.04,205.91,206.36,185.55,201.32,170.29,143.05,181.97,223.18,222.35,263.57,325.63,375.03,199.0,244.33,180.05,212.3,231.88,268.96,180.46,173.16,180.64,177.08,205.52,208.59,205.74,155.07,201.56,242.86,331.56,371.34
2021-05-29,204.89,205.86,201.96,240.96,140.64,170.0,196.02,225.86,147.48,168.89,158.91,203.26,157.7,178.56,177.03,239.46,157.52,219.43,184.01,251.09,140.28,165.36,230.53,288.14,176.76,281.19,183.68,153.34,213.48,249.18,180.79,241.64,179.87,224.63,147.84,104.57,220.49,373.27,147.65,191.16,136.31,169.33,168.77,222.47,150.54,241.81,200.58,250.31,180.36,271.67,283.66,326.43,214.72,238.15,199.98,322.87,181.41,248.21,147.62,214.34,187.8,256.98,138.93,116.61,176.33,242.24,184.03,234.34,168.65,201.76,176.99,200.21,167.62,220.0,149.41,146.3,161.53,217.81,211.99,311.43,327.22,363.32,183.59,277.7,171.07,241.82,203.37,253.73,191.05,216.34,159.3,172.63,189.97,238.14,175.28,139.23,192.54,287.24,320.73,380.0
2021-05-30,148.69,149.89,178.33,214.06,116.43,135.24,155.61,164.89,124.46,145.49,124.4,143.66,123.86,137.74,150.7,195.56,127.16,174.08,146.4,198.03,123.27,150.3,183.3,212.56,143.4,232.97,150.31,124.51,169.51,165.35,137.84,166.33,148.07,180.21,117.85,82.06,189.59,295.28,122.91,157.86,114.1,135.63,139.84,176.67,122.37,178.03,152.36,187.02,147.73,209.39,247.95,264.25,167.37,157.89,174.73,276.48,151.09,190.54,122.32,171.07,155.37,202.06,114.99,91.08,142.27,185.09,153.81,168.7,141.48,164.1,138.37,136.21,147.66,181.59,122.87,116.51,133.53,178.85,167.35,239.03,282.73,282.92,151.04,217.96,136.28,181.7,145.44,169.1,163.85,156.31,130.94,141.85,156.47,188.08,147.76,109.59,164.49,221.46,289.14,291.47
2021-05-31,146.96,134.41,172.37,209.39,110.25,116.72,147.97,133.13,118.87,120.24,120.08,128.95,126.47,138.23,166.91,182.86,117.29,138.95,134.89,157.4,118.43,142.21,190.24,193.58,122.72,168.28,135.31,93.35,154.03,139.08,124.93,144.41,149.17,157.02,112.03,55.17,187.48,220.09,130.71,160.75,113.51,122.68,130.16,141.93,130.5,171.57,145.47,164.16,135.53,154.66,243.82,243.06,149.85,134.31,176.12,210.65,153.84,169.41,133.55,173.3,145.86,162.38,119.24,104.28,138.8,155.16,143.45,158.04,125.93,137.2,124.4,104.55,148.35,149.33,122.74,111.44,129.99,156.35,156.74,182.53,265.76,244.33,139.78,156.19,121.74,138.66,173.71,184.61,146.28,122.28,139.75,139.96,159.78,160.68,153.46,102.93,157.94,189.03,295.4,310.49
2021-06-01,167.15,181.03,203.82,240.06,129.31,136.19,158.67,175.24,126.75,122.7,148.13,158.33,152.69,165.16,160.34,194.49,135.55,150.54,156.16,171.75,129.63,145.26,212.9,228.59,154.83,184.98,164.57,121.77,177.96,183.11,164.71,215.0,159.6,182.23,132.41,57.2,187.28,270.18,139.9,164.95,138.76,142.65,153.83,167.91,149.04,212.37,170.26,225.45,150.12,191.23,264.15,320.45,182.0,182.4,165.38,190.22,151.02,192.12,145.07,178.1,156.91,204.63,136.26,106.64,161.42,184.14,172.68,224.79,158.01,170.29,159.19,160.58,150.65,158.51,144.59,124.08,155.89,192.57,176.36,196.35,268.1,304.62,157.3,168.31,141.55,163.03,188.9,224.41,152.15,166.34,148.59,143.94,167.76,165.53,161.33,132.7,171.25,226.82,280.19,341.11
2021-06-02,162.91,176.96,208.06,241.43,127.51,132.04,169.3,190.19,127.72,125.88,150.64,167.12,156.14,167.98,159.73,206.25,135.66,151.7,158.57,173.99,129.8,147.34,213.84,241.8,158.02,185.71,162.62,117.1,181.99,184.56,168.84,223.16,155.77,176.11,131.97,57.44,191.59,266.88,142.36,171.38,144.27,148.89,153.15,161.6,152.87,214.38,161.76,207.52,154.67,193.29,270.48,310.7,189.9,191.99,160.11,185.93,155.96,197.11,146.64,177.65,157.5,198.18,140.28,111.34,159.62,179.12,181.91,237.71,152.64,160.33,164.22,167.74,155.13,164.71,149.21,129.69,162.06,193.98,173.9,195.6,271.3,316.29,157.41,167.38,146.26,168.44,189.34,231.73,148.66,150.62,146.37,144.95,170.54,171.4,160.65,128.06,173.12,229.62,289.41,373.35
